ts,uid,iid
1970-01-01 00:00:01,1935,11353
1970-01-01 00:00:01,1935,11701
1970-01-01 00:00:01,1936,6716
1970-01-01 00:00:01,1936,11724
1970-01-01 00:00:01,1936,11726
1970-01-01 00:00:01,1936,11727
1970-01-01 00:00:01,1936,11728
1970-01-01 00:00:00,1937,1778
1970-01-01 00:00:00,1937,9807
1970-01-01 00:00:00,1937,13571
1970-01-01 00:00:00,1937,14906
1970-01-01 00:00:01,1938,5041
1970-01-01 00:00:01,1938,9824
1970-01-01 00:00:01,1938,13605
1970-01-01 00:00:01,1938,15771
1970-01-01 00:00:01,1938,16706
1970-01-01 00:00:00,1939,130
1970-01-01 00:00:00,1939,13774
1970-01-01 00:00:00,1939,16754
1970-01-01 00:00:01,1940,7328
1970-01-01 00:00:01,1940,10547
1970-01-01 00:00:01,1940,10554
1970-01-01 00:00:01,1940,12554
1970-01-01 00:00:01,1940,12961
1970-01-01 00:00:01,1941,4076
1970-01-01 00:00:01,1941,7254
1970-01-01 00:00:01,1941,8277
1970-01-01 00:00:01,1941,9090
1970-01-01 00:00:01,1941,10852
1970-01-01 00:00:01,1942,7590
1970-01-01 00:00:01,1942,11052
1970-01-01 00:00:01,1942,11986
1970-01-01 00:00:01,1942,13867
1970-01-01 00:00:01,1942,15243
1970-01-01 00:00:01,1943,4821
1970-01-01 00:00:01,1943,8967
1970-01-01 00:00:01,1943,8969
1970-01-01 00:00:01,1943,10070
1970-01-01 00:00:01,1943,10199
1970-01-01 00:00:01,1944,4550
1970-01-01 00:00:01,1944,6956
1970-01-01 00:00:01,1944,8174
1970-01-01 00:00:01,1944,8622
1970-01-01 00:00:01,1944,13926
1970-01-01 00:00:01,1945,1274
1970-01-01 00:00:01,1945,4960
1970-01-01 00:00:01,1945,11291
1970-01-01 00:00:01,1946,10942
1970-01-01 00:00:01,1946,10943
1970-01-01 00:00:01,1946,10963
1970-01-01 00:00:01,1946,15386
1970-01-01 00:00:01,1946,15616
1970-01-01 00:00:01,1947,8553
1970-01-01 00:00:01,1947,8557
1970-01-01 00:00:01,1947,8641
1970-01-01 00:00:01,1947,8671
1970-01-01 00:00:01,1947,8710
1970-01-01 00:00:01,1948,16816
1970-01-01 00:00:01,1948,17529
1970-01-01 00:00:01,1948,17744
1970-01-01 00:00:01,1948,17912
1970-01-01 00:00:01,1948,17930
1970-01-01 00:00:01,1949,4979
1970-01-01 00:00:01,1949,7365
1970-01-01 00:00:01,1949,10331
1970-01-01 00:00:01,1949,12956
1970-01-01 00:00:01,1949,15056
1970-01-01 00:00:01,1950,12524
1970-01-01 00:00:01,1950,13977
1970-01-01 00:00:01,1950,14645
1970-01-01 00:00:01,1950,15018
1970-01-01 00:00:01,1950,15129
1970-01-01 00:00:01,1951,15498
1970-01-01 00:00:01,1951,15930
1970-01-01 00:00:01,1951,16147
1970-01-01 00:00:01,1951,16227
1970-01-01 00:00:01,1951,16491
1970-01-01 00:00:00,1952,724
1970-01-01 00:00:00,1952,804
1970-01-01 00:00:00,1952,6985
1970-01-01 00:00:00,1952,12644
1970-01-01 00:00:01,1953,3398
1970-01-01 00:00:01,1953,5963
1970-01-01 00:00:01,1953,6721
1970-01-01 00:00:01,1954,14796
1970-01-01 00:00:01,1954,15739
1970-01-01 00:00:01,1954,16103
1970-01-01 00:00:01,1954,17119
1970-01-01 00:00:01,1954,17300
1970-01-01 00:00:01,1955,13032
1970-01-01 00:00:01,1955,15351
1970-01-01 00:00:01,1955,16832
1970-01-01 00:00:01,1955,17320
1970-01-01 00:00:01,1955,17589
1970-01-01 00:00:01,1956,724
1970-01-01 00:00:01,1956,804
1970-01-01 00:00:01,1956,6985
1970-01-01 00:00:01,1956,12644
1970-01-01 00:00:00,1957,5350
1970-01-01 00:00:00,1957,11071
1970-01-01 00:00:00,1957,11594
1970-01-01 00:00:00,1957,15202
1970-01-01 00:00:01,1958,15091
1970-01-01 00:00:01,1958,16705
1970-01-01 00:00:01,1958,16780
1970-01-01 00:00:01,1958,17259
1970-01-01 00:00:01,1958,17404
1970-01-01 00:00:01,1959,17678
1970-01-01 00:00:01,1959,17748
1970-01-01 00:00:01,1959,17860
1970-01-01 00:00:01,1959,18189
1970-01-01 00:00:01,1959,18527
1970-01-01 00:00:01,1960,15322
1970-01-01 00:00:01,1960,15776
1970-01-01 00:00:01,1960,16392
1970-01-01 00:00:01,1960,16754
1970-01-01 00:00:01,1960,17030
1970-01-01 00:00:00,1961,5164
1970-01-01 00:00:00,1961,5981
1970-01-01 00:00:00,1961,7471
1970-01-01 00:00:00,1961,12695
1970-01-01 00:00:01,1962,756
1970-01-01 00:00:01,1962,2989
1970-01-01 00:00:01,1962,7315
1970-01-01 00:00:00,1963,6956
1970-01-01 00:00:00,1963,11356
1970-01-01 00:00:00,1963,11357
1970-01-01 00:00:00,1963,15088
1970-01-01 00:00:00,1963,15091
1970-01-01 00:00:01,1964,319
1970-01-01 00:00:01,1964,1050
1970-01-01 00:00:01,1964,16754
1970-01-01 00:00:01,1965,4473
1970-01-01 00:00:01,1965,4476
1970-01-01 00:00:01,1965,6573
1970-01-01 00:00:01,1965,9401
1970-01-01 00:00:01,1965,10706
1970-01-01 00:00:00,1966,11510
1970-01-01 00:00:00,1966,15167
1970-01-01 00:00:00,1966,18210
1970-01-01 00:00:01,1966,1240
1970-01-01 00:00:01,1966,8164
1970-01-01 00:00:01,1967,162
1970-01-01 00:00:01,1967,7654
1970-01-01 00:00:01,1967,9896
1970-01-01 00:00:01,1967,14079
1970-01-01 00:00:00,1968,14260
1970-01-01 00:00:00,1968,14545
1970-01-01 00:00:00,1968,14562
1970-01-01 00:00:00,1968,14745
1970-01-01 00:00:00,1968,16108
1970-01-01 00:00:01,1969,13835
1970-01-01 00:00:01,1969,15334
1970-01-01 00:00:01,1969,15718
1970-01-01 00:00:01,1969,15909
1970-01-01 00:00:01,1969,16085
1970-01-01 00:00:00,1970,14562
1970-01-01 00:00:00,1970,15143
1970-01-01 00:00:01,1970,295
1970-01-01 00:00:01,1970,1705
1970-01-01 00:00:01,1970,5991
1970-01-01 00:00:01,1971,805
1970-01-01 00:00:01,1971,811
1970-01-01 00:00:01,1971,2613
1970-01-01 00:00:01,1971,9812
1970-01-01 00:00:01,1972,4582
1970-01-01 00:00:01,1972,14470
1970-01-01 00:00:01,1972,14754
1970-01-01 00:00:01,1972,15088
1970-01-01 00:00:01,1972,15091
1970-01-01 00:00:00,1973,3241
1970-01-01 00:00:00,1973,9452
1970-01-01 00:00:01,1973,11695
1970-01-01 00:00:01,1974,9967
1970-01-01 00:00:01,1974,10857
1970-01-01 00:00:01,1974,10941
1970-01-01 00:00:01,1974,12580
1970-01-01 00:00:01,1974,12821
1970-01-01 00:00:01,1975,11703
1970-01-01 00:00:01,1975,12040
1970-01-01 00:00:01,1975,14161
1970-01-01 00:00:01,1975,14256
1970-01-01 00:00:01,1975,14708
1970-01-01 00:00:01,1976,1183
1970-01-01 00:00:01,1976,3559
1970-01-01 00:00:01,1976,4202
1970-01-01 00:00:01,1976,4943
1970-01-01 00:00:01,1976,11245
1970-01-01 00:00:01,1977,232
1970-01-01 00:00:01,1977,4786
1970-01-01 00:00:01,1977,8585
1970-01-01 00:00:01,1977,16937
1970-01-01 00:00:01,1978,6280
1970-01-01 00:00:01,1978,6921
1970-01-01 00:00:01,1978,8462
1970-01-01 00:00:01,1978,8592
1970-01-01 00:00:01,1978,16390
1970-01-01 00:00:01,1979,11031
1970-01-01 00:00:01,1979,11112
1970-01-01 00:00:01,1979,11113
1970-01-01 00:00:01,1979,14363
1970-01-01 00:00:01,1979,15620
1970-01-01 00:00:01,1980,15910
1970-01-01 00:00:01,1980,15937
1970-01-01 00:00:01,1980,17176
1970-01-01 00:00:01,1980,17202
1970-01-01 00:00:01,1980,18044
1970-01-01 00:00:01,1981,6740
1970-01-01 00:00:01,1981,7590
1970-01-01 00:00:01,1981,13867
1970-01-01 00:00:01,1981,14397
1970-01-01 00:00:01,1981,16553
1970-01-01 00:00:01,1982,15879
1970-01-01 00:00:01,1982,15984
1970-01-01 00:00:01,1982,16737
1970-01-01 00:00:01,1982,17421
1970-01-01 00:00:01,1982,17777
1970-01-01 00:00:01,1983,5468
1970-01-01 00:00:01,1983,12456
1970-01-01 00:00:01,1983,12539
1970-01-01 00:00:01,1984,5468
1970-01-01 00:00:01,1984,12456
1970-01-01 00:00:01,1984,12539
1970-01-01 00:00:01,1985,4416
1970-01-01 00:00:01,1985,5453
1970-01-01 00:00:01,1985,5745
1970-01-01 00:00:01,1985,5877
1970-01-01 00:00:01,1985,8871
1970-01-01 00:00:01,1986,10987
1970-01-01 00:00:01,1986,11636
1970-01-01 00:00:01,1986,11868
1970-01-01 00:00:01,1986,15391
1970-01-01 00:00:01,1986,16677
1970-01-01 00:00:01,1987,4582
1970-01-01 00:00:01,1987,12947
1970-01-01 00:00:01,1987,13880
1970-01-01 00:00:01,1987,14470
1970-01-01 00:00:01,1988,9283
1970-01-01 00:00:01,1988,14919
1970-01-01 00:00:01,1988,15088
1970-01-01 00:00:01,1988,15091
1970-01-01 00:00:01,1988,16654
1970-01-01 00:00:01,1989,7590
1970-01-01 00:00:01,1989,7968
1970-01-01 00:00:01,1989,9790
1970-01-01 00:00:01,1989,12885
1970-01-01 00:00:01,1989,13867
1970-01-01 00:00:01,1990,4573
1970-01-01 00:00:01,1990,8777
1970-01-01 00:00:01,1990,10600
1970-01-01 00:00:01,1990,12030
1970-01-01 00:00:01,1990,13244
1970-01-01 00:00:00,1991,4801
1970-01-01 00:00:00,1991,7249
1970-01-01 00:00:01,1991,614
1970-01-01 00:00:01,1991,2619
1970-01-01 00:00:01,1991,11196
1970-01-01 00:00:01,1992,4582
1970-01-01 00:00:01,1992,14470
1970-01-01 00:00:01,1992,14754
1970-01-01 00:00:01,1993,594
1970-01-01 00:00:01,1993,2535
1970-01-01 00:00:01,1993,11257
1970-01-01 00:00:01,1994,1749
1970-01-01 00:00:01,1994,9225
1970-01-01 00:00:01,1994,11071
1970-01-01 00:00:01,1994,15202
1970-01-01 00:00:01,1994,16194
1970-01-01 00:00:01,1995,14790
1970-01-01 00:00:01,1995,14906
1970-01-01 00:00:01,1995,14918
1970-01-01 00:00:01,1995,15492
1970-01-01 00:00:01,1995,16700
1970-01-01 00:00:01,1996,6104
1970-01-01 00:00:01,1996,6710
1970-01-01 00:00:01,1996,7182
1970-01-01 00:00:01,1996,7567
1970-01-01 00:00:01,1996,9127
1970-01-01 00:00:01,1997,16903
1970-01-01 00:00:01,1997,17088
1970-01-01 00:00:01,1997,17202
1970-01-01 00:00:01,1997,17421
1970-01-01 00:00:01,1997,17820
1970-01-01 00:00:01,1998,12856
1970-01-01 00:00:01,1998,12947
1970-01-01 00:00:01,1998,14316
1970-01-01 00:00:01,1998,14405
1970-01-01 00:00:01,1998,14406
1970-01-01 00:00:01,1999,2113
1970-01-01 00:00:01,1999,3028
1970-01-01 00:00:01,1999,5313
1970-01-01 00:00:01,1999,9360
1970-01-01 00:00:01,2000,5641
1970-01-01 00:00:01,2000,12086
1970-01-01 00:00:01,2000,12156
1970-01-01 00:00:01,2000,12756
1970-01-01 00:00:01,2000,13688
1970-01-01 00:00:00,2001,5063
1970-01-01 00:00:00,2001,6988
1970-01-01 00:00:00,2001,8499
1970-01-01 00:00:00,2001,10140
1970-01-01 00:00:00,2001,11188
1970-01-01 00:00:01,2002,16424
1970-01-01 00:00:01,2002,16726
1970-01-01 00:00:01,2002,17732
1970-01-01 00:00:01,2002,17752
1970-01-01 00:00:01,2002,17838
1970-01-01 00:00:01,2003,615
1970-01-01 00:00:01,2003,734
1970-01-01 00:00:01,2003,762
1970-01-01 00:00:01,2003,5103
1970-01-01 00:00:01,2004,13880
1970-01-01 00:00:01,2004,13888
1970-01-01 00:00:01,2004,14223
1970-01-01 00:00:01,2004,14633
1970-01-01 00:00:01,2004,17246
1970-01-01 00:00:01,2005,7939
1970-01-01 00:00:01,2005,12102
1970-01-01 00:00:01,2005,12456
1970-01-01 00:00:01,2005,12539
1970-01-01 00:00:01,2006,3725
1970-01-01 00:00:01,2006,5427
1970-01-01 00:00:01,2006,5941
1970-01-01 00:00:01,2006,10437
1970-01-01 00:00:01,2006,11085
1970-01-01 00:00:01,2007,2567
1970-01-01 00:00:01,2007,6409
1970-01-01 00:00:01,2007,7782
1970-01-01 00:00:01,2008,2556
1970-01-01 00:00:01,2008,8164
1970-01-01 00:00:01,2008,10304
1970-01-01 00:00:01,2008,12648
1970-01-01 00:00:01,2009,175
1970-01-01 00:00:01,2009,12091
1970-01-01 00:00:01,2009,14481
1970-01-01 00:00:01,2009,14944
1970-01-01 00:00:01,2010,4573
1970-01-01 00:00:01,2010,5330
1970-01-01 00:00:01,2010,9892
1970-01-01 00:00:01,2010,12979
1970-01-01 00:00:01,2010,12980
1970-01-01 00:00:01,2011,1558
1970-01-01 00:00:01,2011,8898
1970-01-01 00:00:01,2011,11079
1970-01-01 00:00:01,2012,3087
1970-01-01 00:00:01,2012,4157
1970-01-01 00:00:01,2012,7731
1970-01-01 00:00:01,2012,8037
1970-01-01 00:00:01,2013,11402
1970-01-01 00:00:01,2013,11704
1970-01-01 00:00:01,2013,12980
1970-01-01 00:00:01,2013,14640
1970-01-01 00:00:01,2013,15016
1970-01-01 00:00:01,2014,11028
1970-01-01 00:00:01,2014,11303
1970-01-01 00:00:01,2014,12950
1970-01-01 00:00:01,2015,17694
1970-01-01 00:00:01,2015,17731
1970-01-01 00:00:01,2015,17767
1970-01-01 00:00:01,2015,18349
1970-01-01 00:00:01,2015,18439
1970-01-01 00:00:01,2016,7228
1970-01-01 00:00:01,2016,11795
1970-01-01 00:00:01,2016,12929
1970-01-01 00:00:01,2016,14852
1970-01-01 00:00:01,2016,16132
1970-01-01 00:00:01,2017,9360
1970-01-01 00:00:01,2017,14149
1970-01-01 00:00:01,2017,15414
1970-01-01 00:00:01,2017,16126
1970-01-01 00:00:01,2017,18006
1970-01-01 00:00:01,2018,3329
1970-01-01 00:00:01,2018,11704
1970-01-01 00:00:01,2018,13721
1970-01-01 00:00:01,2018,15458
1970-01-01 00:00:01,2018,15879
1970-01-01 00:00:01,2019,3942
1970-01-01 00:00:01,2019,4812
1970-01-01 00:00:01,2019,11023
1970-01-01 00:00:01,2019,13850
1970-01-01 00:00:01,2019,13881
1970-01-01 00:00:01,2020,2588
1970-01-01 00:00:01,2020,11215
1970-01-01 00:00:01,2020,12486
1970-01-01 00:00:01,2021,12539
1970-01-01 00:00:01,2021,14640
1970-01-01 00:00:01,2021,14773
1970-01-01 00:00:01,2021,14973
1970-01-01 00:00:01,2021,15230
1970-01-01 00:00:01,2022,724
1970-01-01 00:00:01,2022,804
1970-01-01 00:00:01,2022,6985
1970-01-01 00:00:01,2022,12644
1970-01-01 00:00:01,2023,103
1970-01-01 00:00:01,2023,7592
1970-01-01 00:00:01,2023,11320
1970-01-01 00:00:01,2024,3197
1970-01-01 00:00:01,2024,6713
1970-01-01 00:00:01,2024,11303
1970-01-01 00:00:01,2024,11900
1970-01-01 00:00:01,2024,12022
1970-01-01 00:00:01,2025,6735
1970-01-01 00:00:01,2025,8257
1970-01-01 00:00:01,2025,8979
1970-01-01 00:00:01,2025,11894
1970-01-01 00:00:01,2025,16104
1970-01-01 00:00:01,2026,14171
1970-01-01 00:00:01,2026,14181
1970-01-01 00:00:01,2026,14562
1970-01-01 00:00:01,2026,16287
1970-01-01 00:00:01,2026,16940
1970-01-01 00:00:00,2027,4575
1970-01-01 00:00:00,2027,8393
1970-01-01 00:00:00,2027,14103
1970-01-01 00:00:01,2028,12504
1970-01-01 00:00:01,2028,13542
1970-01-01 00:00:01,2028,13583
1970-01-01 00:00:01,2029,3819
1970-01-01 00:00:01,2029,7567
1970-01-01 00:00:01,2029,7568
1970-01-01 00:00:00,2030,17748
1970-01-01 00:00:00,2030,17860
1970-01-01 00:00:01,2030,35
1970-01-01 00:00:01,2030,2567
1970-01-01 00:00:01,2030,2999
1970-01-01 00:00:01,2031,10078
1970-01-01 00:00:01,2031,10259
1970-01-01 00:00:01,2031,13206
1970-01-01 00:00:01,2031,14287
1970-01-01 00:00:01,2031,16667
1970-01-01 00:00:01,2032,3744
1970-01-01 00:00:01,2032,4076
1970-01-01 00:00:01,2032,15542
1970-01-01 00:00:01,2033,12837
1970-01-01 00:00:01,2033,12847
1970-01-01 00:00:01,2033,12851
1970-01-01 00:00:01,2033,12852
1970-01-01 00:00:01,2034,4257
1970-01-01 00:00:01,2034,6282
1970-01-01 00:00:01,2034,6283
1970-01-01 00:00:01,2034,7655
1970-01-01 00:00:01,2034,10352
1970-01-01 00:00:00,2035,384
1970-01-01 00:00:00,2035,667
1970-01-01 00:00:00,2035,1997
1970-01-01 00:00:00,2035,2294
1970-01-01 00:00:00,2035,9469
1970-01-01 00:00:01,2036,2119
1970-01-01 00:00:01,2036,4211
1970-01-01 00:00:01,2036,10148
1970-01-01 00:00:01,2036,11962
1970-01-01 00:00:01,2037,3329
1970-01-01 00:00:01,2037,3391
1970-01-01 00:00:01,2037,13674
1970-01-01 00:00:01,2037,13675
1970-01-01 00:00:01,2037,15458
1970-01-01 00:00:01,2038,14938
1970-01-01 00:00:01,2038,15023
1970-01-01 00:00:01,2038,15276
1970-01-01 00:00:01,2038,15399
1970-01-01 00:00:01,2038,16085
1970-01-01 00:00:00,2039,8243
1970-01-01 00:00:00,2039,12956
1970-01-01 00:00:00,2039,13373
1970-01-01 00:00:00,2039,13713
1970-01-01 00:00:01,2040,1975
1970-01-01 00:00:01,2040,2300
1970-01-01 00:00:01,2040,2956
1970-01-01 00:00:01,2040,7520
1970-01-01 00:00:01,2040,7582
1970-01-01 00:00:01,2041,1059
1970-01-01 00:00:01,2041,7532
1970-01-01 00:00:01,2041,7590
1970-01-01 00:00:01,2041,13867
1970-01-01 00:00:01,2041,15641
1970-01-01 00:00:01,2042,2903
1970-01-01 00:00:01,2042,10078
1970-01-01 00:00:01,2042,10257
1970-01-01 00:00:01,2042,11424
1970-01-01 00:00:01,2043,3862
1970-01-01 00:00:01,2043,4287
1970-01-01 00:00:01,2043,10694
1970-01-01 00:00:01,2043,10695
1970-01-01 00:00:01,2043,11414
1970-01-01 00:00:00,2044,3422
1970-01-01 00:00:00,2044,11471
1970-01-01 00:00:01,2044,4125
1970-01-01 00:00:00,2045,9390
1970-01-01 00:00:00,2045,9416
1970-01-01 00:00:00,2045,11148
1970-01-01 00:00:00,2045,16155
1970-01-01 00:00:00,2045,18397
1970-01-01 00:00:00,2046,1752
1970-01-01 00:00:00,2046,12980
1970-01-01 00:00:00,2046,15879
1970-01-01 00:00:01,2047,15290
1970-01-01 00:00:01,2047,16519
1970-01-01 00:00:01,2047,16915
1970-01-01 00:00:01,2047,17001
1970-01-01 00:00:01,2047,17865
1970-01-01 00:00:01,2048,418
1970-01-01 00:00:01,2048,2659
1970-01-01 00:00:01,2048,14424
1970-01-01 00:00:01,2048,15867
1970-01-01 00:00:01,2048,15961
1970-01-01 00:00:01,2049,2691
1970-01-01 00:00:01,2049,12855
1970-01-01 00:00:01,2049,15880
1970-01-01 00:00:01,2049,16710
1970-01-01 00:00:01,2050,153
1970-01-01 00:00:01,2050,4308
1970-01-01 00:00:01,2050,4743
1970-01-01 00:00:01,2050,6118
1970-01-01 00:00:01,2050,9317
1970-01-01 00:00:01,2051,12525
1970-01-01 00:00:01,2051,14936
1970-01-01 00:00:01,2051,16608
1970-01-01 00:00:01,2052,3981
1970-01-01 00:00:01,2052,4777
1970-01-01 00:00:01,2052,6231
1970-01-01 00:00:01,2052,7795
1970-01-01 00:00:01,2052,11077
1970-01-01 00:00:01,2053,2503
1970-01-01 00:00:01,2053,5013
1970-01-01 00:00:01,2053,5624
1970-01-01 00:00:01,2054,50
1970-01-01 00:00:01,2054,423
1970-01-01 00:00:01,2054,6039
1970-01-01 00:00:01,2054,6957
1970-01-01 00:00:01,2055,1615
1970-01-01 00:00:01,2055,6354
1970-01-01 00:00:01,2055,8391
1970-01-01 00:00:01,2055,13958
1970-01-01 00:00:01,2056,14837
1970-01-01 00:00:01,2056,15139
1970-01-01 00:00:01,2056,15337
1970-01-01 00:00:01,2056,16705
1970-01-01 00:00:01,2056,16780
1970-01-01 00:00:01,2057,2831
1970-01-01 00:00:01,2057,3038
1970-01-01 00:00:01,2057,3938
1970-01-01 00:00:01,2057,4538
1970-01-01 00:00:01,2057,7313
1970-01-01 00:00:01,2058,15498
1970-01-01 00:00:01,2058,16568
1970-01-01 00:00:01,2058,16754
1970-01-01 00:00:01,2058,16808
1970-01-01 00:00:01,2058,16999
1970-01-01 00:00:01,2059,348
1970-01-01 00:00:01,2059,8277
1970-01-01 00:00:01,2059,9090
1970-01-01 00:00:01,2059,11693
1970-01-01 00:00:01,2059,13971
1970-01-01 00:00:01,2060,2715
1970-01-01 00:00:01,2060,6379
1970-01-01 00:00:01,2060,14585
1970-01-01 00:00:01,2060,16293
1970-01-01 00:00:01,2060,16383
1970-01-01 00:00:01,2061,755
1970-01-01 00:00:01,2061,2831
1970-01-01 00:00:01,2061,3938
1970-01-01 00:00:01,2061,4538
1970-01-01 00:00:01,2061,7313
1970-01-01 00:00:01,2062,8468
1970-01-01 00:00:01,2062,8469
1970-01-01 00:00:01,2062,9381
1970-01-01 00:00:01,2062,9625
1970-01-01 00:00:01,2062,9925
1970-01-01 00:00:01,2063,14567
1970-01-01 00:00:01,2063,15880
1970-01-01 00:00:01,2063,16490
1970-01-01 00:00:01,2063,16710
1970-01-01 00:00:01,2063,17874
1970-01-01 00:00:01,2064,1111
1970-01-01 00:00:01,2064,5775
1970-01-01 00:00:01,2064,9402
1970-01-01 00:00:01,2065,2357
1970-01-01 00:00:01,2065,12213
1970-01-01 00:00:01,2065,12786
1970-01-01 00:00:01,2065,13568
1970-01-01 00:00:01,2066,7467
1970-01-01 00:00:01,2066,7767
1970-01-01 00:00:01,2066,8427
1970-01-01 00:00:01,2066,9016
1970-01-01 00:00:01,2066,9025
1970-01-01 00:00:01,2067,9283
1970-01-01 00:00:01,2067,11703
1970-01-01 00:00:01,2067,11704
1970-01-01 00:00:01,2067,14919
1970-01-01 00:00:01,2067,16654
1970-01-01 00:00:01,2068,1109
1970-01-01 00:00:01,2068,8522
1970-01-01 00:00:01,2068,9908
1970-01-01 00:00:01,2069,1457
1970-01-01 00:00:01,2069,1901
1970-01-01 00:00:01,2069,3896
1970-01-01 00:00:01,2069,13291
1970-01-01 00:00:01,2069,14756
1970-01-01 00:00:01,2070,4027
1970-01-01 00:00:01,2070,4076
1970-01-01 00:00:01,2070,13051
1970-01-01 00:00:01,2070,14941
1970-01-01 00:00:01,2071,6483
1970-01-01 00:00:01,2071,13113
1970-01-01 00:00:01,2071,13206
1970-01-01 00:00:01,2072,3122
1970-01-01 00:00:01,2072,14519
1970-01-01 00:00:01,2072,15786
1970-01-01 00:00:01,2072,16168
1970-01-01 00:00:00,2073,2304
1970-01-01 00:00:01,2073,1947
1970-01-01 00:00:01,2073,2009
1970-01-01 00:00:01,2073,3341
1970-01-01 00:00:01,2073,3755
1970-01-01 00:00:01,2074,1587
1970-01-01 00:00:01,2074,1702
1970-01-01 00:00:01,2074,3296
1970-01-01 00:00:01,2075,14014
1970-01-01 00:00:01,2075,14691
1970-01-01 00:00:01,2075,15202
1970-01-01 00:00:01,2075,16877
1970-01-01 00:00:01,2075,17694
1970-01-01 00:00:01,2076,18469
1970-01-01 00:00:01,2076,18503
1970-01-01 00:00:01,2076,18602
1970-01-01 00:00:01,2076,18606
1970-01-01 00:00:01,2076,18620
1970-01-01 00:00:00,2077,6146
1970-01-01 00:00:01,2077,1657
1970-01-01 00:00:01,2077,7744
1970-01-01 00:00:01,2078,7314
1970-01-01 00:00:01,2078,7315
1970-01-01 00:00:01,2078,7908
1970-01-01 00:00:01,2078,12486
1970-01-01 00:00:01,2079,16037
1970-01-01 00:00:01,2079,16126
1970-01-01 00:00:01,2079,16675
1970-01-01 00:00:01,2079,17748
1970-01-01 00:00:01,2079,17831
1970-01-01 00:00:01,2080,13224
1970-01-01 00:00:01,2080,13443
1970-01-01 00:00:01,2080,13991
1970-01-01 00:00:01,2080,14092
1970-01-01 00:00:01,2080,14165
1970-01-01 00:00:00,2081,13926
1970-01-01 00:00:00,2081,16852
1970-01-01 00:00:00,2081,18623
1970-01-01 00:00:01,2081,379
1970-01-01 00:00:01,2081,5986
1970-01-01 00:00:01,2082,1111
1970-01-01 00:00:01,2082,4076
1970-01-01 00:00:01,2082,9619
1970-01-01 00:00:01,2082,14842
1970-01-01 00:00:01,2083,9639
1970-01-01 00:00:01,2083,10503
1970-01-01 00:00:01,2083,11699
1970-01-01 00:00:01,2083,11976
1970-01-01 00:00:01,2083,13373
1970-01-01 00:00:01,2084,4071
1970-01-01 00:00:01,2084,6058
1970-01-01 00:00:01,2084,10212
1970-01-01 00:00:01,2084,10301
1970-01-01 00:00:01,2084,15200
1970-01-01 00:00:01,2085,10377
1970-01-01 00:00:01,2085,10406
1970-01-01 00:00:01,2085,16546
1970-01-01 00:00:01,2085,17155
1970-01-01 00:00:01,2085,17159
1970-01-01 00:00:00,2086,17305
1970-01-01 00:00:00,2086,17363
1970-01-01 00:00:00,2086,17415
1970-01-01 00:00:00,2086,18257
1970-01-01 00:00:00,2086,18680
1970-01-01 00:00:01,2087,1589
1970-01-01 00:00:01,2087,2300
1970-01-01 00:00:01,2087,5957
1970-01-01 00:00:01,2087,10309
1970-01-01 00:00:01,2087,10849
1970-01-01 00:00:00,2088,15856
1970-01-01 00:00:01,2088,670
1970-01-01 00:00:01,2088,5383
1970-01-01 00:00:01,2088,5988
1970-01-01 00:00:01,2088,8994
1970-01-01 00:00:00,2089,11689
1970-01-01 00:00:00,2089,14568
1970-01-01 00:00:00,2089,15101
1970-01-01 00:00:00,2089,16228
1970-01-01 00:00:00,2089,17813
1970-01-01 00:00:00,2090,3165
1970-01-01 00:00:00,2090,5740
1970-01-01 00:00:00,2090,15555
1970-01-01 00:00:01,2091,324
1970-01-01 00:00:01,2091,1248
1970-01-01 00:00:01,2091,6102
1970-01-01 00:00:01,2091,6829
1970-01-01 00:00:01,2091,10079
1970-01-01 00:00:01,2092,2448
1970-01-01 00:00:01,2092,3614
1970-01-01 00:00:01,2092,6043
1970-01-01 00:00:01,2092,6986
1970-01-01 00:00:01,2092,12121
1970-01-01 00:00:01,2093,123
1970-01-01 00:00:01,2093,12610
1970-01-01 00:00:01,2093,13771
1970-01-01 00:00:01,2094,11280
1970-01-01 00:00:01,2094,12761
1970-01-01 00:00:01,2094,13739
1970-01-01 00:00:01,2094,15380
1970-01-01 00:00:01,2094,16942
1970-01-01 00:00:01,2095,348
1970-01-01 00:00:01,2095,629
1970-01-01 00:00:01,2095,8277
1970-01-01 00:00:01,2095,8957
1970-01-01 00:00:01,2095,9090
1970-01-01 00:00:01,2096,7908
1970-01-01 00:00:01,2096,8124
1970-01-01 00:00:01,2096,9564
1970-01-01 00:00:01,2096,11703
1970-01-01 00:00:01,2096,13246
1970-01-01 00:00:00,2097,6377
1970-01-01 00:00:01,2097,1806
1970-01-01 00:00:01,2097,4960
1970-01-01 00:00:01,2098,3228
1970-01-01 00:00:01,2098,4181
1970-01-01 00:00:01,2098,6986
1970-01-01 00:00:01,2099,7201
1970-01-01 00:00:01,2099,9788
1970-01-01 00:00:01,2099,11512
1970-01-01 00:00:01,2100,807
1970-01-01 00:00:01,2100,1716
1970-01-01 00:00:01,2100,10318
1970-01-01 00:00:01,2101,552
1970-01-01 00:00:01,2101,10544
1970-01-01 00:00:01,2101,12435
1970-01-01 00:00:01,2102,15856
1970-01-01 00:00:01,2102,15890
1970-01-01 00:00:01,2102,16271
1970-01-01 00:00:01,2102,17317
