itemId,iid
0613334612,4504
0613338812,4505
061334006X,4506
0613340086,4507
061336046X,4508
0613364864,4509
0613364910,4510
0613365534,4511
0613366107,4512
0613371380,4513
0613371488,4514
0613371496,4515
0613376390,4516
0613376498,4517
0613423321,4518
0613439058,4519
0613518063,4520
0613518179,4521
0613533798,4522
0613538617,4523
0613548477,4524
0613555066,4525
0613555201,4526
0613576195,4527
0613589653,4528
0613606817,4529
0613607406,4530
0613628136,4531
0613628217,4532
0613632605,4533
0613633105,4534
0613633164,4535
061363327X,4536
0613640004,4537
0613642910,4538
0613647874,4539
0613647890,4540
0613648404,4541
0613648439,4542
061365854X,4543
0613658752,4544
0613659155,4545
0613659244,4546
0613660110,4547
0613663756,4548
0613669568,4549
0613674650,4550
0613679547,4551
0613705653,4552
0613707001,4553
0613707060,4554
0613707125,4555
061370715X,4556
0613707168,4557
0613747623,4558
0613747801,4559
0613769066,4560
0613880110,4561
0613889479,4562
0613910923,4563
0613911571,4564
0613912004,4565
0613912128,4566
0613915658,4567
0613915976,4568
0613916301,4569
0613916417,4570
0613919882,4571
0613920899,4572
0613921682,4573
0613922387,4574
0613925874,4575
0613925955,4576
0613926218,4577
0613994426,4578
0613997956,4579
0613998855,4580
0613998987,4581
0613999592,4582
0614290112,4583
0614305241,4584
0618003916,4585
0618009361,4586
0618056149,4587
0618057021,4588
0618062351,4589
0618065822,4590
0618082506,4591
0618087281,4592
0618088008,4593
0618088016,4594
0618093303,4595
0618114505,4596
0618118772,4597
061813512X,4598
0618138927,4599
0618138943,4600
0618155481,4601
0618155643,4602
0618159762,4603
061819732X,4604
0618197346,4605
0618212906,4606
061821903X,4607
0618219056,4608
0618219188,4609
0618219196,4610
0618219269,4611
0618240349,4612
0618304002,4613
0618339248,4614
0618339280,4615
0618343970,4616
0618344586,4617
0618381368,4618
0618390731,4619
0618390979,4620
0618423494,4621
0618428585,4622
0618433600,4623
0618517464,4624
0618517510,4625
0618539069,4626
0618558756,4627
0618574581,4628
0618574816,4629
061858532X,4630
0618605711,4631
0618642676,4632
061871166X,4633
0631004106,4634
0631177094,4635
0631203230,4636
0631212809,4637
0631230157,4638
0634021427,4639
0634047019,4640
0641578601,4641
0641584660,4642
0658000756,4643
0658000772,4644
0658001353,4645
065802163X,4646
0660187833,4647
0664218024,4648
0664222730,4649
0664223133,4650
0664223168,4651
0664223494,4652
0664224199,4653
0664244394,4654
0664255116,4655
0664501400,4656
0670010162,4657
0670010324,4658
0670030708,4659
0670030724,4660
0670030732,4661
0670030899,4662
0670031135,4663
0670031178,4664
0670031283,4665
0670031399,4666
0670031402,4667
0670032085,4668
0670032093,4669
0670034835,4670
0670034843,4671
0670034851,4672
0670034967,4673
0670035785,4674
0670100293,4675
0670141127,4676
0670155926,4677
0670166677,4678
0670171913,4679
067023883X,4680
0670249998,4681
0670325023,4682
0670335045,4683
0670445223,4684
0670569798,4685
0670585521,4686
0670590630,4687
0670603198,4688
0670653640,4689
067066961X,4690
0670700835,4691
0670753769,4692
0670800945,4693
0670811483,4694
0670813028,4695
0670823155,4696
0670827592,4697
0670832669,4698
0670836850,4699
0670847852,4700
0670847895,4701
0670848387,4702
0670848476,4703
0670853453,4704
0670859168,4705
0670864021,4706
0670869082,4707
0670873683,4708
0670874256,4709
0670878812,4710
0670884502,4711
0670884537,4712
067088457X,4713
0670884596,4714
0670888605,4715
067088863X,4716
0670888788,4717
0670890405,4718
0670894567,4719
0670894656,4720
0670894834,4721
0670894869,4722
0670894885,4723
0670899771,4724
0670899852,4725
0671002201,4726
0671002384,4727
0671007238,4728
0671011693,4729
0671012150,4730
0671016725,4731
0671017004,4732
0671017144,4733
0671017160,4734
0671017225,4735
0671017241,4736
0671017349,4737
0671017381,4738
0671017411,4739
0671026836,4740
0671026844,4741
0671026925,4742
0671027212,4743
0671027417,4744
0671027506,4745
0671028006,4746
0671028030,4747
0671032569,4748
0671032577,4749
0671032682,4750
0671034030,4751
067103409X,4752
0671038281,4753
067104270X,4754
0671042718,4755
0671042823,4756
0671042920,4757
067104298X,4758
0671043358,4759
0671047507,4760
0671047531,4761
067112188X,4762
0671206044,4763
0671216392,4764
0671226258,4765
0671242490,4766
0671319728,4767
0671319795,4768
0671319809,4769
067131985X,4770
0671319876,4771
0671319884,4772
0671319949,4773
0671319981,4774
0671400452,4775
067141125X,4776
0671435728,4777
0671441531,4778
0671445723,4779
0671467409,4780
0671473204,4781
0671493361,4782
0671493434,4783
0671498630,4784
0671504681,4785
0671508989,4786
0671510479,4787
0671510576,4788
0671511017,4789
0671511025,4790
0671511041,4791
0671511092,4792
0671520563,4793
0671520660,4794
0671520687,4795
0671521004,4796
0671525360,4797
0671525557,4798
0671525638,4799
0671529625,4800
067152979X,4801
0671534807,4802
0671535692,4803
067153601X,4804
0671536184,4805
0671536265,4806
0671541447,4807
0671541501,4808
0671551345,4809
0671551353,4810
0671551361,4811
067155137X,4812
0671551655,4813
0671551671,4814
0671551698,4815
0671552333,4816
0671562509,4817
0671563106,4818
0671563114,4819
0671568086,4820
0671576917,4821
0671577212,4822
0671577395,4823
0671577522,4824
0671578081,4825
0671578146,4826
0671578170,4827
0671578197,4828
0671581996,4829
0671582445,4830
0671610244,4831
0671621009,4832
0671624458,4833
0671628984,4834
0671641050,4835
0671646060,4836
0671652273,4837
0671655663,4838
067165568X,4839
0671656155,4840
0671656341,4841
0671659898,4842
0671660802,4843
0671661426,4844
0671662058,4845
0671662244,4846
0671665790,4847
0671666622,4848
0671667211,4849
0671676709,4850
0671678094,4851
0671681745,4852
0671683071,4853
0671683225,4854
0671687336,4855
0671694030,4856
0671700030,4857
0671703757,4858
0671704206,4859
0671708651,4860
0671717804,4861
0671719041,4862
0671720244,4863
0671720376,4864
067172472X,4865
0671725017,4866
0671729349,4867
067172939X,4868
0671731017,4869
0671734814,4870
0671739751,4871
067174044X,4872
067174111X,4873
0671741187,4874
0671744917,4875
0671745239,4876
0671750615,4877
0671751182,4878
0671752049,4879
0671760815,4880
0671760890,4881
067176991X,4882
0671769944,4883
0671785850,4884
0671785915,4885
0671786458,4886
067178658X,4887
0671786733,4888
0671786865,4889
0671787187,4890
0671791761,4891
0671791931,4892
0671792334,4893
0671797441,4894
0671797468,4895
0671797476,4896
0671798154,4897
0671804243,4898
0671817795,4899
0671830295,4900
0671834630,4901
0671854860,4902
0671865714,4903
0671866389,4904
0671869752,4905
0671870610,4906
0671870831,4907
0671871579,4908
0671875752,4909
0671875817,4910
0671875930,4911
0671876198,4912
0671876422,4913
0671876465,4914
0671877054,4915
0671877070,4916
0671877119,4917
0671880845,4918
0671880977,4919
0671881469,4920
0671882287,4921
0671891677,4922
067189174X,4923
0671897071,4924
0673076911,4925
0674002369,4926
0674003128,4927
0674003179,4928
0674006798,4929
0674007514,4930
0674007530,4931
067401197X,4932
0674012801,4933
0674013255,4934
0674013425,4935
0674016874,4936
0674016939,4937
067401748X,4938
0674017625,4939
067401801X,4940
0674023552,4941
0674069404,4942
0674076087,4943
0674076133,4944
0674107454,4945
0674196376,4946
0674363361,4947
0674411528,4948
0674443020,4949
0674530802,4950
0674535812,4951
0674598458,4952
0674637127,4953
0674784065,4954
0674792769,4955
0674809300,4956
0674930460,4957
067495128X,4958
0674991885,4959
0676546463,4960
0679101861,4961
0679401288,4962
0679404937,4963
0679406220,4964
0679409793,4965
0679410961,4966
0679411186,4967
0679412034,4968
0679415874,4969
0679416374,4970
0679417044,4971
067941973X,4972
0679419764,4973
0679421203,4974
0679421475,4975
0679425608,4976
0679425667,4977
0679425705,4978
067942573X,4979
067942587X,4980
0679426310,4981
0679426442,4982
0679431519,4983
0679431799,4984
0679432272,4985
0679432280,4986
0679432485,4987
0679435743,4988
0679435751,4989
0679435824,4990
0679435867,4991
067943593X,4992
0679435972,4993
067943657X,4994
0679436677,4995
0679437096,4996
0679446516,4997
0679446869,4998
0679447415,4999
0679451862,5000
0679451927,5001
0679452516,5002
0679452524,5003
0679452729,5004
0679453024,5005
0679453059,5006
0679453091,5007
0679456716,5008
0679456813,5009
0679456937,5010
0679457224,5011
0679458263,5012
0679463135,5013
0679463178,5014
0679463208,5015
0679463356,5016
0679504508,5017
0679600086,5018
0679600280,5019
0679601082,5020
0679640851,5021
0679640878,5022
0679640886,5023
0679642250,5024
0679720340,5025
0679724699,5026
0679724885,5027
0679725105,5028
0679725172,5029
0679726012,5030
0679726098,5031
0679726101,5032
067972611X,5033
0679729585,5034
0679729895,5035
0679731148,5036
0679735690,5037
0679736042,5038
0679736093,5039
0679736131,5040
0679739882,5041
0679740708,5042
0679740759,5043
0679741143,5044
0679742018,5045
0679742115,5046
0679745408,5047
0679745440,5048
0679745572,5049
0679745661,5050
067974567X,5051
0679746129,5052
0679749853,5053
0679750789,5054
0679751254,5055
0679751408,5056
0679755829,5057
0679757015,5058
0679761616,5059
0679761691,5060
0679761829,5061
0679761845,5062
0679762051,5063
067976223X,5064
0679762280,5065
0679762310,5066
0679766529,5067
0679766588,5068
0679766758,5069
0679767193,5070
0679767320,5071
0679767398,5072
0679773002,5073
0679776621,5074
0679776710,5075
0679776877,5076
0679777423,5077
0679777466,5078
067978179X,5079
0679781803,5080
067978182X,5081
0679783229,5082
0679783342,5083
0679783393,5084
067980370X,5085
0679808477,5086
0679809015,5087
0679814299,5088
0679838864,5089
0679849939,5090
067985617X,5091
0679872035,5092
0679875905,5093
0679875972,5094
0679881689,5095
0679949771,5096
0679977074,5097
0679992553,5098
0681054077,5099
0681287659,5100
068300042X,5101
0684101661,5102
0684144026,5103
0684146967,5104
0684148293,5105
0684148382,5106
0684153262,5107
0684180103,5108
0684183811,5109
0684184532,5110
0684717972,5111
0684802724,5112
0684802783,5113
0684802910,5114
0684803445,5115
0684803526,5116
0684803615,5117
0684804158,5118
0684804166,5119
0684804298,5120
0684804328,5121
068480767X,5122
068480770X,5123
0684808439,5124
0684808528,5125
0684813459,5126
0684813483,5127
0684813505,5128
0684814110,5129
0684814153,5130
0684814374,5131
0684814382,5132
0684815095,5133
0684818450,5134
0684818558,5135
0684818671,5136
0684818701,5137
0684818736,5138
0684823691,5139
0684823772,5140
0684823993,5141
068482440X,5142
0684825074,5143
0684825252,5144
0684827948,5145
0684829290,5146
0684830450,5147
0684831058,5148
0684831090,5149
068483393X,5150
0684834421,5151
0684834456,5152
0684834545,5153
068483474X,5154
0684835398,5155
068483877X,5156
0684838834,5157
0684838915,5158
0684839377,5159
068484124X,5160
0684843927,5161
0684844532,5162
0684844745,5163
068484477X,5164
0684844826,5165
0684844915,5166
0684844923,5167
0684844931,5168
068484530X,5169
0684845598,5170
0684846004,5171
068484611X,5172
0684846136,5173
0684848813,5174
0684848910,5175
0684849550,5176
0684849690,5177
0684850613,5178
0684854732,5179
0684854759,5180
0684854775,5181
0684854821,5182
0684854880,5183
0684854961,5184
0684855364,5185
068485550X,5186
0684856026,5187
0684856107,5188
0684856239,5189
0684859637,5190
068485967X,5191
0684859750,5192
0684859777,5193
068486214X,5194
0684865858,5195
0684866005,5196
0684866048,5197
0684869721,5198
0684869764,5199
0684869799,5200
0684869888,5201
0684870738,5202
0684871335,5203
0684871424,5204
0684872137,5205
0685066223,5206
0685528197,5207
0685580288,5208
0687012937,5209
0687085756,5210
0687443113,5211
0687850800,5212
0688024688,5213
0688029620,5214
0688031137,5215
0688035477,5216
0688042015,5217
0688042120,5218
0688049958,5219
0688065805,5220
0688072526,5221
0688073018,5222
0688082742,5223
0688092616,5224
0688100120,5225
0688118895,5226
0688121195,5227
0688124453,5228
0688128963,5229
0688129587,5230
0688131077,5231
0688139558,5232
0688139779,5233
0688140718,5234
0688146201,5235
0688146244,5236
0688149944,5237
0688149987,5238
0688151256,5239
0688151574,5240
0688155847,5241
0688155979,5242
0688156347,5243
0688159885,5244
0688160972,5245
0688165648,5246
0688165990,5247
0688166253,5248
068816708X,5249
0688171540,5250
0688171567,5251
0688171613,5252
0688171958,5253
0688172334,5254
0688172377,5255
068817583X,5256
0688176461,5257
0688178057,5258
0689121822,5259
0689311435,5260
0689319908,5261
0689708203,5262
0689717849,5263
0689803583,5264
0689809018,5265
0689810059,5266
0689813546,5267
0689817746,5268
0689818211,5269
0689819013,5270
0689819137,5271
0689820003,5272
068982002X,5273
0689822901,5274
0689823959,5275
0689828845,5276
0689829116,5277
0689829353,5278
0689835248,5279
0689838999,5280
068983957X,5281
0689841000,5282
0689841140,5283
0689843933,5284
0689843941,5285
068984395X,5286
0689844476,5287
0689844611,5288
0689845065,5289
0689845154,5290
0689848935,5291
0689848943,5292
0689849338,5293
0689850549,5294
0689851243,5295
0689854781,5296
0689855346,5297
0689855443,5298
0689855451,5299
068985546X,5300
0689855575,5301
0689859848,5302
0689865384,5303
0689865392,5304
0689865406,5305
0689865449,5306
0689865465,5307
0689865651,5308
068986566X,5309
0689865740,5310
0689866127,5311
0689869800,5312
0689869843,5313
0689870639,5314
0689870736,5315
0689871368,5316
068987152X,5317
0689876459,5318
0689876491,5319
0691005249,5320
0691009783,5321
069101101X,5322
0691014841,5323
0691014876,5324
0691016240,5325
0691019681,5326
0691020817,5327
0691021236,5328
0691026300,5329
069108923X,5330
0691090092,5331
0691114773,5332
0691120749,5333
0694011649,5334
0694011770,5335
0694507822,5336
0694508543,5337
0694509116,5338
0694509213,5339
0694509485,5340
0694518751,5341
0694518891,5342
0694518972,5343
0694519227,5344
0694519316,5345
0694519510,5346
0694519553,5347
0694520209,5348
0694520470,5349
0694521086,5350
0694521116,5351
0694524409,5352
0694524611,5353
069452462X,5354
0694525170,5355
0694525200,5356
0694525294,5357
069452607X,5358
069622450X,5359
0698114140,5360
0698118626,5361
0698118650,5362
0698119185,5363
0698119207,5364
0698119266,5365
0700601104,5366
0700604618,5367
0700608761,5368
0700608915,5369
0700608974,5370
070060958X,5371
0700609784,5372
0700610383,5373
0700610405,5374
0700611223,5375
0700714480,5376
0701107863,5377
0701108479,5378
0701139889,5379
070117675X,5380
0701177349,5381
0702231525,5382
0702231886,5383
070434100X,5384
0708909450,5385
0708910289,5386
0708913970,5387
0708918859,5388
0708920691,5389
0708936032,5390
0708936067,5391
0708939848,5392
0708940641,5393
0708940749,5394
0708981879,5395
0708982328,5396
0708982654,5397
0708983057,5398
0708983170,5399
070898813X,5400
0709078099,5401
0710201567,5402
0711217599,5403
0711988358,5404
0712623639,5405
0712625003,5406
071265061X,5407
0712659536,5408
0712659579,5409
0712661379,5410
0712665730,5411
0712666230,5412
0712672095,5413
0713656662,5414
0713666676,5415
0713997524,5416
0713998008,5417
0714506966,5418
0714529087,5419
0714618241,5420
0714832472,5421
0714843083,5422
0714843377,5423
0715376942,5424
0715609068,5425
0716600927,5426
0716631970,5427
0716722100,5428
0716731606,5429
0716737116,5430
071674161X,5431
0718013239,5432
0718147790,5433
0718302141,5434
0719014549,5435
0719034981,5436
0719560012,5437
0720603501,5438
0720610176,5439
0721415784,5440
0721416594,5441
0721631541,5442
0722092806,5443
0727809903,5444
0727822624,5445
0727842773,5446
0727843486,5447
0727843524,5448
0727844016,5449
0727852914,5450
0727857800,5451
0727857983,5452
072785836X,5453
0727858602,5454
0727863495,5455
0727863525,5456
0735524289,5457
073571245X,5458
0735712565,5459
0735712638,5460
0735712867,5461
0736001549,5462
0736038280,5463
0736044043,5464
0736410864,5465
0736421459,5466
0736600280,5467
0736601058,5468
0736601082,5469
0736604685,5470
0736605045,5471
073660510X,5472
0736609334,5473
0736610510,5474
0736611002,5475
073661110X,5476
0736614532,5477
0736616039,5478
0736619453,5479
0736620400,5480
0736620451,5481
0736620524,5482
0736620699,5483
0736621024,5484
0736621067,5485
0736621121,5486
073662113X,5487
0736621180,5488
0736621385,5489
0736624791,5490
0736624929,5491
0736624988,5492
0736625224,5493
0736625488,5494
0736625496,5495
0736625623,5496
0736631216,5497
0736635696,5498
0736639721,5499
0736641270,5500
0736641645,5501
0736642137,5502
0736645616,5503
0736645624,5504
0736645934,5505
0736646132,5506
0736646477,5507
073664704X,5508
0736649948,5509
0736652019,5510
0736652299,5511
0736656510,5512
0736661832,5513
0736662138,5514
0736667407,5515
0736668055,5516
0736682651,5517
0736683186,5518
0736683267,5519
0736686851,5520
0736688374,5521
0736693343,5522
0736693408,5523
0736694242,5524
0736699171,5525
0736803823,5526
0736807721,5527
0736902767,5528
0736902864,5529
0736904271,5530
0736908234,5531
0736908471,5532
0736909117,5533
0736912886,5534
0736912932,5535
0736912940,5536
0736913521,5537
0736913556,5538
0736914048,5539
0736914056,5540
0736914064,5541
0736914390,5542
0737725958,5543
0738200255,5544
0738200387,5545
0738201286,5546
0738203998,5547
0738204897,5548
0738205419,5549
0738209562,5550
0738209570,5551
0738702749,5552
0738702757,5553
0738702765,5554
0738703125,5555
0738703184,5556
0738703192,5557
0738703486,5558
0738704083,5559
073870752X,5560
0738707600,5561
0738707619,5562
0738707694,5563
0738707775,5564
0738708321,5565
0738708380,5566
0738709085,5567
073880309X,5568
0738806994,5569
0738845094,5570
0738848832,5571
0738849359,5572
0738855251,5573
0738861227,5574
0738863947,5575
0739302159,5576
0739302264,5577
0739302434,5578
0739306499,5579
0739307126,5580
0739307134,5581
0739307339,5582
0739311670,5583
0739311700,5584
073931176X,5585
0739311859,5586
0739311956,5587
0739312219,5588
0739312316,5589
0739315900,5590
0739316893,5591
0739317040,5592
0739317148,5593
0739317261,5594
0739317350,5595
0739318039,5596
073931808X,5597
0739321714,5598
0739321781,5599
0739321897,5600
0739322524,5601
0739322559,5602
0739322656,5603
0739323350,5604
0739323393,5605
0739326716,5606
0739326732,5607
0739326791,5608
073933252X,5609
0739332775,5610
0739333399,5611
0739333437,5612
0739401602,5613
0739458361,5614
0740706721,5615
0740721909,5616
0740721917,5617
0740721941,5618
0740721984,5619
0740723367,5620
0740738380,5621
0740743619,5622
0740747886,5623
0740753851,5624
0740758780,5625
0741404990,5626
074240241X,5627
0742510956,5628
0742516814,5629
0742526992,5630
0742538222,5631
0742542785,5632
0742549046,5633
0742610861,5634
0742612120,5635
0742612279,5636
0742623106,5637
0742623122,5638
0742623130,5639
0742623149,5640
0742623157,5641
0742626482,5642
0742626598,5643
0742626636,5644
0742626660,5645
0742626687,5646
0742626709,5647
0742627357,5648
0742632520,5649
0742632539,5650
0742632768,5651
0743200152,5652
0743200268,5653
0743200276,5654
0743200314,5655
074320106X,5656
0743203844,5657
0743203860,5658
0743203941,5659
0743205049,5660
0743209516,5661
0743214633,5662
0743214781,5663
0743216008,5664
0743216067,5665
0743219465,5666
0743219678,5667
0743224825,5668
0743224892,5669
0743224922,5670
0743225384,5671
0743225481,5672
0743225546,5673
074322616X,5674
0743226178,5675
0743226232,5676
0743229827,5677
0743229924,5678
0743229940,5679
0743230833,5680
0743235517,5681
0743236017,5682
0743236238,5683
0743236467,5684
0743241746,5685
0743245741,5686
0743245911,5687
0743245946,5688
0743245962,5689
0743246209,5690
0743246241,5691
0743246470,5692
0743247000,5693
0743247078,5694
0743247191,5695
0743247205,5696
0743249976,5697
0743249992,5698
0743251423,5699
074325144X,5700
0743251547,5701
0743251709,5702
0743252063,5703
0743255976,5704
0743257057,5705
0743257138,5706
0743261704,5707
0743261909,5708
0743261933,5709
0743261984,5710
0743262271,5711
0743262506,5712
074326262X,5713
0743263030,5714
0743265947,5715
0743266641,5716
0743266676,5717
0743267125,5718
0743267133,5719
074326715X,5720
0743267222,5721
0743272552,5722
0743272722,5723
0743273079,5724
0743273117,5725
074327332X,5726
0743273354,5727
0743276876,5728
0743277473,5729
0743277600,5730
074327766X,5731
0743284003,5732
0743284011,5733
0743286812,5734
0743288335,5735
074340016X,5736
0743403622,5737
0743403649,5738
074340369X,5739
0743403703,5740
0743403770,5741
0743407865,5742
0743409159,5743
0743410246,5744
0743410262,5745
0743410270,5746
0743410289,5747
0743417909,5748
0743417917,5749
0743418522,5750
0743418581,5751
0743418816,5752
074341893X,5753
0743418948,5754
0743418956,5755
0743419154,5756
0743419162,5757
0743419170,5758
0743419227,5759
0743419235,5760
074341926X,5761
0743420330,5762
0743423801,5763
0743423984,5764
074343028X,5765
0743430476,5766
074343059X,5767
0743431006,5768
0743434897,5769
0743435206,5770
0743435214,5771
0743435222,5772
0743435281,5773
0743435338,5774
0743435486,5775
0743435516,5776
0743435559,5777
0743436105,5778
0743436164,5779
0743439791,5780
0743439805,5781
0743444973,5782
0743445589,5783
0743445600,5784
0743445627,5785
0743446003,5786
074344602X,5787
0743446046,5788
0743446054,5789
0743446070,5790
0743446135,5791
074345152X,5792
0743455827,5793
0743456068,5794
0743456173,5795
0743456181,5796
074345619X,5797
0743456351,5798
0743456416,5799
0743456459,5800
0743457021,5801
074345703X,5802
0743461398,5803
0743461401,5804
074346141X,5805
0743462319,5806
074346625X,5807
0743466284,5808
0743466438,5809
0743466497,5810
0743466500,5811
0743467264,5812
0743469968,5813
0743470923,5814
0743470958,5815
0743470982,5816
0743471466,5817
0743471474,5818
0743471547,5819
074347161X,5820
0743471652,5821
0743471709,5822
0743471792,5823
0743476476,5824
0743476581,5825
0743476689,5826
0743476719,5827
074347676X,5828
0743477073,5829
0743477081,5830
0743477146,5831
0743477278,5832
0743477286,5833
0743477294,5834
0743477308,5835
0743477332,5836
0743482212,5837
0743482247,5838
0743482255,5839
0743482387,5840
0743482395,5841
0743482484,5842
0743482549,5843
0743483014,5844
0743483219,5845
0743488156,5846
0743488164,5847
0743488180,5848
0743491912,5849
0743492579,5850
0743492587,5851
0743492617,5852
0743492668,5853
0743496760,5854
0743497368,5855
0743497430,5856
0743497457,5857
0743500067,5858
0743504291,5859
074350769X,5860
0743507746,5861
0743507770,5862
0743507827,5863
0743508270,5864
0743509153,5865
0743509226,5866
0743510070,5867
074351016X,5868
0743518411,5869
0743520319,5870
0743520378,5871
0743524632,5872
0743525000,5873
0743525078,5874
0743528522,5875
0743528549,5876
0743528557,5877
0743528697,5878
0743528921,5879
074352893X,5880
0743528956,5881
0743530195,5882
0743535200,5883
0743539516,5884
0743539621,5885
074354479X,5886
0743544919,5887
0743550404,5888
0743551273,5889
074453660X,5890
0744556791,5891
0745123945,5892
0745126006,5893
0745140521,5894
0745141250,5895
0745141455,5896
0745141463,5897
0745142036,5898
0745159915,5899
0745161723,5900
0745162037,5901
074516238X,5902
0745166393,5903
074516661X,5904
0745173020,5905
0745188087,5906
0745312810,5907
0745905722,5908
0747208158,5909
0747234264,5910
0747243557,5911
0747259518,5912
0747259526,5913
0747264880,5914
0747268924,5915
0747268932,5916
0747268967,5917
0747268991,5918
0747269521,5919
0747270562,5920
0747532761,5921
074753330X,5922
0747536678,5923
0747536880,5924
0747537690,5925
0747546967,5926
0747548439,5927
0747553378,5928
0747553408,5929
0747554110,5930
0747557667,5931
0747557713,5932
0747557837,5933
074755790X,5934
0747558213,5935
0747564299,5936
0747564418,5937
074756860X,5938
0747569193,5939
0747569274,5940
0748608370,5941
0748702555,5942
0748702792,5943
0749006536,5944
0749311681,5945
0749315970,5946
0749319925,5947
0749321601,5948
0749321709,5949
074932208X,5950
0749395338,5951
0749704454,5952
0749704594,5953
0749819286,5954
0749914246,5955
0749923873,5956
0749934417,5957
0749935022,5958
0750505915,5959
0751304867,5960
0751350990,5961
0751503835,5962
0751504254,5963
0751510041,5964
0751513709,5965
0751521094,5966
0751525359,5967
0751529729,5968
0751531065,5969
0751535222,5970
0752815393,5971
0752816101,5972
0752826026,5973
0752841440,5974
0752846507,5975
0752857053,5976
0752866524,5977
0752876813,5978
0753100185,5979
0753100207,5980
0753100215,5981
0753103834,5982
0753104695,5983
0753105187,5984
0753105209,5985
075310959X,5986
0753110334,5987
0753110377,5988
0753111047,5989
075311383X,5990
0753113880,5991
0753114771,5992
0753115069,5993
0753115379,5994
0753116057,5995
0753118920,5996
0753121271,5997
0753124645,5998
0753151405,5999
0753152134,6000
0753152177,6001
0753171856,6002
0753171996,6003
075381319X,6004
0754000974,6005
075400175X,6006
0754001865,6007
0754002241,6008
0754002292,6009
0754002438,6010
0754005801,6011
0754006522,6012
0754006700,6013
0754007170,6014
0754007219,6015
0754011860,6016
0754012468,6017
0754013022,6018
0754016625,6019
0754016943,6020
0754017494,6021
0754017508,6022
0754017532,6023
0754018008,6024
0754018164,6025
075402329X,6026
075403268X,6027
0754037746,6028
0754039099,6029
0754042766,6030
0754043363,6031
0754047989,6032
0754048640,6033
0754053539,6034
0754053644,6035
0754053695,6036
0754053717,6037
0754053822,6038
0754054004,6039
0754054209,6040
0754054225,6041
0754054241,6042
0754054373,6043
0754054381,6044
0754054454,6045
0754054470,6046
0754054489,6047
0754065022,6048
0754075079,6049
0754075087,6050
0754075133,6051
075408454X,6052
0754084736,6053
0754084841,6054
0754091074,6055
0754094715,6056
0754094782,6057
0754095665,6058
0754096262,6059
0754099717,6060
0755104145,6061
0755301986,6062
0755303334,6063
075530750X,6064
0755322886,6065
0755322959,6066
0755322991,6067
0756400023,6068
0756400066,6069
0756400120,6070
0756400147,6071
0756400155,6072
0756602610,6073
0756602963,6074
0756612977,6075
0756613647,6076
0756613892,6077
0756623588,6078
0756755158,6079
0756758882,6080
0756761123,6081
0756765587,6082
0756765595,6083
0756776090,6084
0756776228,6085
0756776392,6086
0756780896,6087
0756791472,6088
0757001858,6089
0757300987,6090
0757302114,6091
0757302246,6092
0757302319,6093
0758200021,6094
075820003X,6095
0758200064,6096
0758202806,6097
0758202822,6098
0758202865,6099
0758202873,6100
0758203403,6101
0758203497,6102
0758203500,6103
0758203594,6104
0758203616,6105
0758203799,6106
0758204078,6107
0758204116,6108
0758204175,6109
0758204280,6110
0758204329,6111
075820440X,6112
0758204434,6113
0758204493,6114
0758207727,6115
0758207743,6116
0758207816,6117
0758207875,6118
0758207921,6119
0758207948,6120
0758207980,6121
0758208324,6122
0758208375,6123
075820843X,6124
0758208472,6125
0758208510,6126
0758208537,6127
0758208561,6128
0758208588,6129
075820860X,6130
0758208626,6131
0758208650,6132
0758208677,6133
0758208723,6134
0758209053,6135
0758209142,6136
0758209215,6137
0758209339,6138
0758209347,6139
0758210043,6140
0758210051,6141
075821006X,6142
0758210264,6143
0758213867,6144
0758214464,6145
075921137X,6146
0759257760,6147
0759609330,6148
0759614318,6149
0759614512,6150
0759934290,6151
0760313229,6152
0760317399,6153
076032199X,6154
0760323313,6155
076070550X,6156
0761100350,6157
0761101098,6158
0761104844,6159
0761105271,6160
0761110399,6161
0761110526,6162
0761110569,6163
0761115684,6164
0761116230,6165
0761119752,6166
076112067X,6167
0761120726,6168
0761124829,6169
0761125493,6170
0761125663,6171
0761126066,6172
0761126325,6173
0761126368,6174
0761130705,6175
0761135782,6176
0761135952,6177
0761136193,6178
0761139834,6179
0761139850,6180
0761319328,6181
0761504109,6182
0761508554,6183
0761515054,6184
0761517855,6185
0761530088,6186
0761535357,6187
0761544739,6188
0762105801,6189
0762405422,6190
0762405430,6191
0762409819,6192
0762409991,6193
0762411244,6194
076241572X,6195
0762421509,6196
0762427078,6197
0763606626,6198
0763621803,6199
0763621862,6200
0763621994,6201
0763622702,6202
0763623334,6203
0763627682,6204
076362814X,6205
0764101102,6206
0764119982,6207
0764153099,6208
0764178377,6209
0764200593,6210
0764200666,6211
0764200720,6212
0764200739,6213
076420100X,6214
0764201018,6215
0764201034,6216
0764201093,6217
0764201298,6218
0764201328,6219
0764201352,6220
0764201360,6221
0764220896,6222
076422090X,6223
0764220918,6224
0764221493,6225
0764221558,6226
0764221566,6227
0764221639,6228
0764222023,6229
076422204X,6230
0764222112,6231
0764222171,6232
0764222201,6233
0764222295,6234
0764225553,6235
0764226312,6236
0764226398,6237
0764226487,6238
0764227017,6239
0764227025,6240
0764227033,6241
0764227041,6242
076422705X,6243
0764227122,6244
0764227130,6245
0764227165,6246
0764227173,6247
0764229893,6248
0764229907,6249
0764229915,6250
0764229923,6251
0764229958,6252
